PFAF_ID_07,status_T600,review_priority,review_class,review_decision,review_note,reviewer,review_date
7230309,invalid_multi_outlet,0,T600_invalid,,,,
7230500,invalid_multi_outlet,0,T600_invalid,,,,
7230710,invalid_multi_outlet,0,T600_invalid,,,,
7230755,invalid_multi_outlet,0,T600_invalid,,,,
7230909,invalid_multi_outlet,0,T600_invalid,,,,
7240900,invalid_multi_outlet,0,T600_invalid,,,,
7254710,invalid_one_sided,0,T600_invalid,,,,
7255602,invalid_one_sided,0,T600_invalid,,,,
7260003,invalid_multi_outlet,0,T600_invalid,,,,
7260130,invalid_multi_outlet,0,T600_invalid,,,,
7260171,invalid_multi_outlet,0,T600_invalid,,,,
7260501,invalid_multi_outlet,0,T600_invalid,,,,
7260713,invalid_multi_outlet,0,T600_invalid,,,,
7260730,invalid_multi_outlet,0,T600_invalid,,,,
7311107,invalid_multi_outlet,0,T600_invalid,,,,
7311300,invalid_multi_outlet,0,T600_invalid,,,,
7311500,invalid_multi_outlet,0,T600_invalid,,,,
7311700,invalid_multi_outlet,0,T600_invalid,,,,
7313000,invalid_multi_outlet,0,T600_invalid,,,,
7429898,invalid_one_sided,0,T600_invalid,,,,
7735030,invalid_multi_outlet,0,T600_invalid,,,,
7735080,invalid_multi_outlet,0,T600_invalid,,,,
7736030,invalid_multi_outlet,0,T600_invalid,,,,
7737030,invalid_multi_outlet,0,T600_invalid,,,,
7747000,invalid_multi_outlet,0,T600_invalid,,,,
7822006,invalid_one_sided,0,T600_invalid,,,,
7833505,invalid_multi_outlet,0,T600_invalid,,,,
7834070,invalid_one_sided,0,T600_invalid,,,,
7839050,invalid_multi_outlet,0,T600_invalid,,,,
8113017,invalid_multi_outlet,0,T600_invalid,,,,
8113050,invalid_multi_outlet,0,T600_invalid,,,,
3124828,valid_T600,1,threshold_validity_change,,,,
4120018,valid_T600,1,threshold_validity_change,,,,
7429988,valid_T600,1,threshold_validity_change,,,,
7836001,valid_T600,1,threshold_validity_change,,,,
8128020,valid_T600,1,threshold_validity_change,,,,
8224240,valid_T600,1,threshold_validity_change,,,,
2271088,valid_T600,2,label_change,,,,
2273908,valid_T600,2,label_change,,,,
2276604,valid_T600,2,label_change,,,,
2276804,valid_T600,2,label_change,,,,
2276923,valid_T600,2,label_change,,,,
2278049,valid_T600,2,label_change,,,,
2278050,valid_T600,2,label_change,,,,
2279701,valid_T600,2,label_change,,,,
2322809,valid_T600,2,label_change,,,,
2322907,valid_T600,2,label_change,,,,
2326706,valid_T600,2,label_change,,,,
2328404,valid_T600,2,label_change,,,,
2328508,valid_T600,2,label_change,,,,
2422220,valid_T600,2,label_change,,,,
2442049,valid_T600,2,label_change,,,,
2442060,valid_T600,2,label_change,,,,
2442070,valid_T600,2,label_change,,,,
2443404,valid_T600,2,label_change,,,,
2443802,valid_T600,2,label_change,,,,
2445024,valid_T600,2,label_change,,,,
2446004,valid_T600,2,label_change,,,,
2510229,valid_T600,2,label_change,,,,
2510404,valid_T600,2,label_change,,,,
2510406,valid_T600,2,label_change,,,,
2510800,valid_T600,2,label_change,,,,
2710200,valid_T600,2,label_change,,,,
2710340,valid_T600,2,label_change,,,,
2710360,valid_T600,2,label_change,,,,
2710400,valid_T600,2,label_change,,,,
2710540,valid_T600,2,label_change,,,,
2921099,valid_T600,2,label_change,,,,
3227640,valid_T600,2,label_change,,,,
3227661,valid_T600,2,label_change,,,,
3429350,valid_T600,2,label_change,,,,
3518229,valid_T600,2,label_change,,,,
3541477,valid_T600,2,label_change,,,,
3542460,valid_T600,2,label_change,,,,
4120012,valid_T600,2,label_change,,,,
7128006,valid_T600,2,label_change,,,,
7240820,valid_T600,2,label_change,,,,
7253063,valid_T600,2,label_change,,,,
7255106,valid_T600,2,label_change,,,,
7255520,valid_T600,2,label_change,,,,
7318040,valid_T600,2,label_change,,,,
7318090,valid_T600,2,label_change,,,,
7424260,valid_T600,2,label_change,,,,
7424890,valid_T600,2,label_change,,,,
7424987,valid_T600,2,label_change,,,,
7426860,valid_T600,2,label_change,,,,
7429245,valid_T600,2,label_change,,,,
7429444,valid_T600,2,label_change,,,,
7429489,valid_T600,2,label_change,,,,
7429491,valid_T600,2,label_change,,,,
7429497,valid_T600,2,label_change,,,,
7429565,valid_T600,2,label_change,,,,
7429852,valid_T600,2,label_change,,,,
7429867,valid_T600,2,label_change,,,,
7429969,valid_T600,2,label_change,,,,
7429991,valid_T600,2,label_change,,,,
7429996,valid_T600,2,label_change,,,,
7521051,valid_T600,2,label_change,,,,
7521920,valid_T600,2,label_change,,,,
7521946,valid_T600,2,label_change,,,,
7521959,valid_T600,2,label_change,,,,
7521960,valid_T600,2,label_change,,,,
7521973,valid_T600,2,label_change,,,,
7521980,valid_T600,2,label_change,,,,
7722800,valid_T600,2,label_change,,,,
7723470,valid_T600,2,label_change,,,,
7724090,valid_T600,2,label_change,,,,
7725002,valid_T600,2,label_change,,,,
7728050,valid_T600,2,label_change,,,,
7728090,valid_T600,2,label_change,,,,
7729808,valid_T600,2,label_change,,,,
7729908,valid_T600,2,label_change,,,,
7729909,valid_T600,2,label_change,,,,
7734014,valid_T600,2,label_change,,,,
7735010,valid_T600,2,label_change,,,,
7738199,valid_T600,2,label_change,,,,
7738390,valid_T600,2,label_change,,,,
7748020,valid_T600,2,label_change,,,,
7810029,valid_T600,2,label_change,,,,
7824001,valid_T600,2,label_change,,,,
7825024,valid_T600,2,label_change,,,,
7825060,valid_T600,2,label_change,,,,
7826170,valid_T600,2,label_change,,,,
7826202,valid_T600,2,label_change,,,,
7826406,valid_T600,2,label_change,,,,
7826409,valid_T600,2,label_change,,,,
7826504,valid_T600,2,label_change,,,,
7826641,valid_T600,2,label_change,,,,
7826649,valid_T600,2,label_change,,,,
7826660,valid_T600,2,label_change,,,,
7826870,valid_T600,2,label_change,,,,
7826911,valid_T600,2,label_change,,,,
7826920,valid_T600,2,label_change,,,,
7826950,valid_T600,2,label_change,,,,
7826990,valid_T600,2,label_change,,,,
7827064,valid_T600,2,label_change,,,,
7829920,valid_T600,2,label_change,,,,
7829956,valid_T600,2,label_change,,,,
7829980,valid_T600,2,label_change,,,,
7832266,valid_T600,2,label_change,,,,
7832280,valid_T600,2,label_change,,,,
7832409,valid_T600,2,label_change,,,,
7832506,valid_T600,2,label_change,,,,
7832960,valid_T600,2,label_change,,,,
7832980,valid_T600,2,label_change,,,,
7833102,valid_T600,2,label_change,,,,
7833600,valid_T600,2,label_change,,,,
7834040,valid_T600,2,label_change,,,,
7838040,valid_T600,2,label_change,,,,
7838060,valid_T600,2,label_change,,,,
8111022,valid_T600,2,label_change,,,,
8113080,valid_T600,2,label_change,,,,
8114040,valid_T600,2,label_change,,,,
8124710,valid_T600,2,label_change,,,,
8124793,valid_T600,2,label_change,,,,
8127080,valid_T600,2,label_change,,,,
8129504,valid_T600,2,label_change,,,,
8129906,valid_T600,2,label_change,,,,
8135012,valid_T600,2,label_change,,,,
8139026,valid_T600,2,label_change,,,,
8223406,valid_T600,2,label_change,,,,
8224960,valid_T600,2,label_change,,,,
8228991,valid_T600,2,label_change,,,,
8229804,valid_T600,2,label_change,,,,
8229922,valid_T600,2,label_change,,,,
8229950,valid_T600,2,label_change,,,,
8229960,valid_T600,2,label_change,,,,
1518090,valid_T600,3,stable,,,,
2140409,valid_T600,3,stable,,,,
2140640,valid_T600,3,stable,,,,
2160104,valid_T600,3,stable,,,,
2160225,valid_T600,3,stable,,,,
2160244,valid_T600,3,stable,,,,
2160267,valid_T600,3,stable,,,,
2160340,valid_T600,3,stable,,,,
2160422,valid_T600,3,stable,,,,
2160428,valid_T600,3,stable,,,,
2160508,valid_T600,3,stable,,,,
2234096,valid_T600,3,stable,,,,
2239700,valid_T600,3,stable,,,,
2240082,valid_T600,3,stable,,,,
2251409,valid_T600,3,stable,,,,
2252060,valid_T600,3,stable,,,,
2254404,valid_T600,3,stable,,,,
2254502,valid_T600,3,stable,,,,
2256060,valid_T600,3,stable,,,,
2256090,valid_T600,3,stable,,,,
2259020,valid_T600,3,stable,,,,
2260635,valid_T600,3,stable,,,,
2260640,valid_T600,3,stable,,,,
2272040,valid_T600,3,stable,,,,
2273208,valid_T600,3,stable,,,,
2274029,valid_T600,3,stable,,,,
2274099,valid_T600,3,stable,,,,
2276250,valid_T600,3,stable,,,,
2276406,valid_T600,3,stable,,,,
2276504,valid_T600,3,stable,,,,
2276970,valid_T600,3,stable,,,,
2278090,valid_T600,3,stable,,,,
2279144,valid_T600,3,stable,,,,
2279146,valid_T600,3,stable,,,,
2279149,valid_T600,3,stable,,,,
2279160,valid_T600,3,stable,,,,
2279180,valid_T600,3,stable,,,,
2279205,valid_T600,3,stable,,,,
2279604,valid_T600,3,stable,,,,
2279606,valid_T600,3,stable,,,,
2279703,valid_T600,3,stable,,,,
2279706,valid_T600,3,stable,,,,
2279708,valid_T600,3,stable,,,,
2279709,valid_T600,3,stable,,,,
2279804,valid_T600,3,stable,,,,
2279807,valid_T600,3,stable,,,,
2279809,valid_T600,3,stable,,,,
2279910,valid_T600,3,stable,,,,
2279924,valid_T600,3,stable,,,,
2279930,valid_T600,3,stable,,,,
2279960,valid_T600,3,stable,,,,
2279980,valid_T600,3,stable,,,,
2279999,valid_T600,3,stable,,,,
2321426,valid_T600,3,stable,,,,
2321449,valid_T600,3,stable,,,,
2326201,valid_T600,3,stable,,,,
2326302,valid_T600,3,stable,,,,
2326406,valid_T600,3,stable,,,,
2326408,valid_T600,3,stable,,,,
2326409,valid_T600,3,stable,,,,
2326609,valid_T600,3,stable,,,,
2326701,valid_T600,3,stable,,,,
2326804,valid_T600,3,stable,,,,
2326809,valid_T600,3,stable,,,,
2326905,valid_T600,3,stable,,,,
2327068,valid_T600,3,stable,,,,
2327069,valid_T600,3,stable,,,,
2328209,valid_T600,3,stable,,,,
2328406,valid_T600,3,stable,,,,
2328409,valid_T600,3,stable,,,,
2328502,valid_T600,3,stable,,,,
2328505,valid_T600,3,stable,,,,
2328800,valid_T600,3,stable,,,,
2328902,valid_T600,3,stable,,,,
2328904,valid_T600,3,stable,,,,
2328906,valid_T600,3,stable,,,,
2330240,valid_T600,3,stable,,,,
2422240,valid_T600,3,stable,,,,
2422404,valid_T600,3,stable,,,,
2422704,valid_T600,3,stable,,,,
2422800,valid_T600,3,stable,,,,
2424429,valid_T600,3,stable,,,,
2424445,valid_T600,3,stable,,,,
2424466,valid_T600,3,stable,,,,
2424806,valid_T600,3,stable,,,,
2424809,valid_T600,3,stable,,,,
2424930,valid_T600,3,stable,,,,
2425006,valid_T600,3,stable,,,,
2426020,valid_T600,3,stable,,,,
2426040,valid_T600,3,stable,,,,
2426062,valid_T600,3,stable,,,,
2426072,valid_T600,3,stable,,,,
2426096,valid_T600,3,stable,,,,
2427020,valid_T600,3,stable,,,,
2428040,valid_T600,3,stable,,,,
2428079,valid_T600,3,stable,,,,
2428090,valid_T600,3,stable,,,,
2429400,valid_T600,3,stable,,,,
2429502,valid_T600,3,stable,,,,
2429620,valid_T600,3,stable,,,,
2429630,valid_T600,3,stable,,,,
2429649,valid_T600,3,stable,,,,
2429650,valid_T600,3,stable,,,,
2429676,valid_T600,3,stable,,,,
2429690,valid_T600,3,stable,,,,
2429809,valid_T600,3,stable,,,,
2432220,valid_T600,3,stable,,,,
2432260,valid_T600,3,stable,,,,
2432270,valid_T600,3,stable,,,,
2432286,valid_T600,3,stable,,,,
2432288,valid_T600,3,stable,,,,
2432296,valid_T600,3,stable,,,,
2432299,valid_T600,3,stable,,,,
2432300,valid_T600,3,stable,,,,
2432412,valid_T600,3,stable,,,,
2432420,valid_T600,3,stable,,,,
2432440,valid_T600,3,stable,,,,
2432497,valid_T600,3,stable,,,,
2432509,valid_T600,3,stable,,,,
2432860,valid_T600,3,stable,,,,
2432890,valid_T600,3,stable,,,,
2432904,valid_T600,3,stable,,,,
2434001,valid_T600,3,stable,,,,
2434003,valid_T600,3,stable,,,,
2434004,valid_T600,3,stable,,,,
2434009,valid_T600,3,stable,,,,
2435204,valid_T600,3,stable,,,,
2435206,valid_T600,3,stable,,,,
2435209,valid_T600,3,stable,,,,
2435400,valid_T600,3,stable,,,,
2435600,valid_T600,3,stable,,,,
2435706,valid_T600,3,stable,,,,
2435800,valid_T600,3,stable,,,,
2435902,valid_T600,3,stable,,,,
2436006,valid_T600,3,stable,,,,
2436007,valid_T600,3,stable,,,,
2437004,valid_T600,3,stable,,,,
2438030,valid_T600,3,stable,,,,
2438060,valid_T600,3,stable,,,,
2438082,valid_T600,3,stable,,,,
2442020,valid_T600,3,stable,,,,
2442030,valid_T600,3,stable,,,,
2443502,valid_T600,3,stable,,,,
2443506,valid_T600,3,stable,,,,
2443605,valid_T600,3,stable,,,,
2443803,valid_T600,3,stable,,,,
2443906,valid_T600,3,stable,,,,
2444040,valid_T600,3,stable,,,,
2445025,valid_T600,3,stable,,,,
2445028,valid_T600,3,stable,,,,
2445029,valid_T600,3,stable,,,,
2445044,valid_T600,3,stable,,,,
2445089,valid_T600,3,stable,,,,
2446005,valid_T600,3,stable,,,,
2446009,valid_T600,3,stable,,,,
2447202,valid_T600,3,stable,,,,
2447206,valid_T600,3,stable,,,,
2447209,valid_T600,3,stable,,,,
2447502,valid_T600,3,stable,,,,
2447600,valid_T600,3,stable,,,,
2447800,valid_T600,3,stable,,,,
2448010,valid_T600,3,stable,,,,
2448060,valid_T600,3,stable,,,,
2510210,valid_T600,3,stable,,,,
2510230,valid_T600,3,stable,,,,
2510240,valid_T600,3,stable,,,,
2510290,valid_T600,3,stable,,,,
2510602,valid_T600,3,stable,,,,
2510720,valid_T600,3,stable,,,,
2510740,valid_T600,3,stable,,,,
2510760,valid_T600,3,stable,,,,
2510780,valid_T600,3,stable,,,,
2510920,valid_T600,3,stable,,,,
2521020,valid_T600,3,stable,,,,
2521064,valid_T600,3,stable,,,,
2521080,valid_T600,3,stable,,,,
2522003,valid_T600,3,stable,,,,
2522006,valid_T600,3,stable,,,,
2522007,valid_T600,3,stable,,,,
2524006,valid_T600,3,stable,,,,
2525506,valid_T600,3,stable,,,,
2525604,valid_T600,3,stable,,,,
2526045,valid_T600,3,stable,,,,
2526090,valid_T600,3,stable,,,,
2612010,valid_T600,3,stable,,,,
2612098,valid_T600,3,stable,,,,
2614660,valid_T600,3,stable,,,,
2614804,valid_T600,3,stable,,,,
2616043,valid_T600,3,stable,,,,
2618605,valid_T600,3,stable,,,,
2710800,valid_T600,3,stable,,,,
2828160,valid_T600,3,stable,,,,
2828430,valid_T600,3,stable,,,,
2828990,valid_T600,3,stable,,,,
2831629,valid_T600,3,stable,,,,
2831702,valid_T600,3,stable,,,,
2831806,valid_T600,3,stable,,,,
2832418,valid_T600,3,stable,,,,
2832448,valid_T600,3,stable,,,,
2832999,valid_T600,3,stable,,,,
2833010,valid_T600,3,stable,,,,
2833086,valid_T600,3,stable,,,,
2833089,valid_T600,3,stable,,,,
2834044,valid_T600,3,stable,,,,
2835004,valid_T600,3,stable,,,,
2836100,valid_T600,3,stable,,,,
2836202,valid_T600,3,stable,,,,
2836648,valid_T600,3,stable,,,,
2837029,valid_T600,3,stable,,,,
2837060,valid_T600,3,stable,,,,
2839500,valid_T600,3,stable,,,,
2839702,valid_T600,3,stable,,,,
3120149,valid_T600,3,stable,,,,
3120455,valid_T600,3,stable,,,,
3121080,valid_T600,3,stable,,,,
3124383,valid_T600,3,stable,,,,
3124451,valid_T600,3,stable,,,,
3124620,valid_T600,3,stable,,,,
3124821,valid_T600,3,stable,,,,
3124826,valid_T600,3,stable,,,,
3124834,valid_T600,3,stable,,,,
3124843,valid_T600,3,stable,,,,
3124869,valid_T600,3,stable,,,,
3124876,valid_T600,3,stable,,,,
3124885,valid_T600,3,stable,,,,
3124946,valid_T600,3,stable,,,,
3124965,valid_T600,3,stable,,,,
3124997,valid_T600,3,stable,,,,
3126280,valid_T600,3,stable,,,,
3129031,valid_T600,3,stable,,,,
3129341,valid_T600,3,stable,,,,
3129413,valid_T600,3,stable,,,,
3129974,valid_T600,3,stable,,,,
3132010,valid_T600,3,stable,,,,
3222120,valid_T600,3,stable,,,,
3222708,valid_T600,3,stable,,,,
3222821,valid_T600,3,stable,,,,
3222987,valid_T600,3,stable,,,,
3225803,valid_T600,3,stable,,,,
3226650,valid_T600,3,stable,,,,
3226740,valid_T600,3,stable,,,,
3226848,valid_T600,3,stable,,,,
3227100,valid_T600,3,stable,,,,
3227245,valid_T600,3,stable,,,,
3227425,valid_T600,3,stable,,,,
3227517,valid_T600,3,stable,,,,
3227584,valid_T600,3,stable,,,,
3227680,valid_T600,3,stable,,,,
3227690,valid_T600,3,stable,,,,
3227850,valid_T600,3,stable,,,,
3424510,valid_T600,3,stable,,,,
3424890,valid_T600,3,stable,,,,
3424911,valid_T600,3,stable,,,,
3425603,valid_T600,3,stable,,,,
3427100,valid_T600,3,stable,,,,
3427401,valid_T600,3,stable,,,,
3428610,valid_T600,3,stable,,,,
3428920,valid_T600,3,stable,,,,
3428970,valid_T600,3,stable,,,,
3429506,valid_T600,3,stable,,,,
3512441,valid_T600,3,stable,,,,
3514923,valid_T600,3,stable,,,,
3518291,valid_T600,3,stable,,,,
3518971,valid_T600,3,stable,,,,
3518976,valid_T600,3,stable,,,,
3518978,valid_T600,3,stable,,,,
4120014,valid_T600,3,stable,,,,
4224964,valid_T600,3,stable,,,,
4228706,valid_T600,3,stable,,,,
4618070,valid_T600,3,stable,,,,
4618080,valid_T600,3,stable,,,,
7114010,valid_T600,3,stable,,,,
7118118,valid_T600,3,stable,,,,
7118220,valid_T600,3,stable,,,,
7118263,valid_T600,3,stable,,,,
7118269,valid_T600,3,stable,,,,
7118290,valid_T600,3,stable,,,,
7118520,valid_T600,3,stable,,,,
7118560,valid_T600,3,stable,,,,
7118602,valid_T600,3,stable,,,,
7118608,valid_T600,3,stable,,,,
7118609,valid_T600,3,stable,,,,
7118700,valid_T600,3,stable,,,,
7118970,valid_T600,3,stable,,,,
7119008,valid_T600,3,stable,,,,
7121106,valid_T600,3,stable,,,,
7121107,valid_T600,3,stable,,,,
7121202,valid_T600,3,stable,,,,
7121704,valid_T600,3,stable,,,,
7122001,valid_T600,3,stable,,,,
7122230,valid_T600,3,stable,,,,
7122260,valid_T600,3,stable,,,,
7122289,valid_T600,3,stable,,,,
7122296,valid_T600,3,stable,,,,
7122360,valid_T600,3,stable,,,,
7122390,valid_T600,3,stable,,,,
7122416,valid_T600,3,stable,,,,
7122421,valid_T600,3,stable,,,,
7122422,valid_T600,3,stable,,,,
7122423,valid_T600,3,stable,,,,
7122424,valid_T600,3,stable,,,,
7122428,valid_T600,3,stable,,,,
7122429,valid_T600,3,stable,,,,
7122440,valid_T600,3,stable,,,,
7122460,valid_T600,3,stable,,,,
7122482,valid_T600,3,stable,,,,
7122498,valid_T600,3,stable,,,,
7122499,valid_T600,3,stable,,,,
7122616,valid_T600,3,stable,,,,
7122620,valid_T600,3,stable,,,,
7122654,valid_T600,3,stable,,,,
7122659,valid_T600,3,stable,,,,
7122664,valid_T600,3,stable,,,,
7122674,valid_T600,3,stable,,,,
7122676,valid_T600,3,stable,,,,
7122682,valid_T600,3,stable,,,,
7122684,valid_T600,3,stable,,,,
7122692,valid_T600,3,stable,,,,
7122697,valid_T600,3,stable,,,,
7122820,valid_T600,3,stable,,,,
7122843,valid_T600,3,stable,,,,
7122848,valid_T600,3,stable,,,,
7122849,valid_T600,3,stable,,,,
7122853,valid_T600,3,stable,,,,
7122880,valid_T600,3,stable,,,,
7122894,valid_T600,3,stable,,,,
7122920,valid_T600,3,stable,,,,
7122960,valid_T600,3,stable,,,,
7122996,valid_T600,3,stable,,,,
7122999,valid_T600,3,stable,,,,
7124404,valid_T600,3,stable,,,,
7124706,valid_T600,3,stable,,,,
7124800,valid_T600,3,stable,,,,
7124904,valid_T600,3,stable,,,,
7124909,valid_T600,3,stable,,,,
7125060,valid_T600,3,stable,,,,
7126060,valid_T600,3,stable,,,,
7126090,valid_T600,3,stable,,,,
7128004,valid_T600,3,stable,,,,
7128009,valid_T600,3,stable,,,,
7129006,valid_T600,3,stable,,,,
7129009,valid_T600,3,stable,,,,
7132604,valid_T600,3,stable,,,,
7132700,valid_T600,3,stable,,,,
7134904,valid_T600,3,stable,,,,
7135240,valid_T600,3,stable,,,,
7135250,valid_T600,3,stable,,,,
7135267,valid_T600,3,stable,,,,
7135297,valid_T600,3,stable,,,,
7135655,valid_T600,3,stable,,,,
7135660,valid_T600,3,stable,,,,
7135670,valid_T600,3,stable,,,,
7136650,valid_T600,3,stable,,,,
7136660,valid_T600,3,stable,,,,
7136680,valid_T600,3,stable,,,,
7136692,valid_T600,3,stable,,,,
7136805,valid_T600,3,stable,,,,
7136806,valid_T600,3,stable,,,,
7136910,valid_T600,3,stable,,,,
7136980,valid_T600,3,stable,,,,
7138106,valid_T600,3,stable,,,,
7138108,valid_T600,3,stable,,,,
7138207,valid_T600,3,stable,,,,
7138401,valid_T600,3,stable,,,,
7138409,valid_T600,3,stable,,,,
7138600,valid_T600,3,stable,,,,
7138801,valid_T600,3,stable,,,,
7211066,valid_T600,3,stable,,,,
7211069,valid_T600,3,stable,,,,
7212050,valid_T600,3,stable,,,,
7212070,valid_T600,3,stable,,,,
7214050,valid_T600,3,stable,,,,
7215002,valid_T600,3,stable,,,,
7218066,valid_T600,3,stable,,,,
7219220,valid_T600,3,stable,,,,
7219403,valid_T600,3,stable,,,,
7224080,valid_T600,3,stable,,,,
7230200,valid_T600,3,stable,,,,
7230409,valid_T600,3,stable,,,,
7230600,valid_T600,3,stable,,,,
7231609,valid_T600,3,stable,,,,
7234016,valid_T600,3,stable,,,,
7234044,valid_T600,3,stable,,,,
7235054,valid_T600,3,stable,,,,
7235060,valid_T600,3,stable,,,,
7236009,valid_T600,3,stable,,,,
7239080,valid_T600,3,stable,,,,
7240810,valid_T600,3,stable,,,,
7240830,valid_T600,3,stable,,,,
7240841,valid_T600,3,stable,,,,
7240864,valid_T600,3,stable,,,,
7240869,valid_T600,3,stable,,,,
7240870,valid_T600,3,stable,,,,
7240893,valid_T600,3,stable,,,,
7251002,valid_T600,3,stable,,,,
7251003,valid_T600,3,stable,,,,
7251004,valid_T600,3,stable,,,,
7251006,valid_T600,3,stable,,,,
7252020,valid_T600,3,stable,,,,
7252030,valid_T600,3,stable,,,,
7252070,valid_T600,3,stable,,,,
7253020,valid_T600,3,stable,,,,
7253030,valid_T600,3,stable,,,,
7253042,valid_T600,3,stable,,,,
7253061,valid_T600,3,stable,,,,
7253062,valid_T600,3,stable,,,,
7253066,valid_T600,3,stable,,,,
7253069,valid_T600,3,stable,,,,
7253080,valid_T600,3,stable,,,,
7253090,valid_T600,3,stable,,,,
7254104,valid_T600,3,stable,,,,
7254108,valid_T600,3,stable,,,,
7254500,valid_T600,3,stable,,,,
7254600,valid_T600,3,stable,,,,
7254720,valid_T600,3,stable,,,,
7254740,valid_T600,3,stable,,,,
7254760,valid_T600,3,stable,,,,
7254780,valid_T600,3,stable,,,,
7254800,valid_T600,3,stable,,,,
7254920,valid_T600,3,stable,,,,
7254950,valid_T600,3,stable,,,,
7254960,valid_T600,3,stable,,,,
7255101,valid_T600,3,stable,,,,
7255104,valid_T600,3,stable,,,,
7255201,valid_T600,3,stable,,,,
7255207,valid_T600,3,stable,,,,
7255302,valid_T600,3,stable,,,,
7255304,valid_T600,3,stable,,,,
7255402,valid_T600,3,stable,,,,
7255406,valid_T600,3,stable,,,,
7255510,valid_T600,3,stable,,,,
7255540,valid_T600,3,stable,,,,
7255550,valid_T600,3,stable,,,,
7255560,valid_T600,3,stable,,,,
7255573,valid_T600,3,stable,,,,
7255575,valid_T600,3,stable,,,,
7255580,valid_T600,3,stable,,,,
7255590,valid_T600,3,stable,,,,
7255604,valid_T600,3,stable,,,,
7255608,valid_T600,3,stable,,,,
7255740,valid_T600,3,stable,,,,
7255760,valid_T600,3,stable,,,,
7255777,valid_T600,3,stable,,,,
7255780,valid_T600,3,stable,,,,
7255820,valid_T600,3,stable,,,,
7255830,valid_T600,3,stable,,,,
7255860,valid_T600,3,stable,,,,
7255880,valid_T600,3,stable,,,,
7255900,valid_T600,3,stable,,,,
7256042,valid_T600,3,stable,,,,
7256043,valid_T600,3,stable,,,,
7256044,valid_T600,3,stable,,,,
7256048,valid_T600,3,stable,,,,
7256049,valid_T600,3,stable,,,,
7256060,valid_T600,3,stable,,,,
7256070,valid_T600,3,stable,,,,
7256090,valid_T600,3,stable,,,,
7257040,valid_T600,3,stable,,,,
7257062,valid_T600,3,stable,,,,
7257068,valid_T600,3,stable,,,,
7258102,valid_T600,3,stable,,,,
7258106,valid_T600,3,stable,,,,
7258107,valid_T600,3,stable,,,,
7258108,valid_T600,3,stable,,,,
7258220,valid_T600,3,stable,,,,
7258260,valid_T600,3,stable,,,,
7258270,valid_T600,3,stable,,,,
7258280,valid_T600,3,stable,,,,
7258299,valid_T600,3,stable,,,,
7258320,valid_T600,3,stable,,,,
7258330,valid_T600,3,stable,,,,
7258340,valid_T600,3,stable,,,,
7258360,valid_T600,3,stable,,,,
7258370,valid_T600,3,stable,,,,
7258400,valid_T600,3,stable,,,,
7258601,valid_T600,3,stable,,,,
7258606,valid_T600,3,stable,,,,
7258702,valid_T600,3,stable,,,,
7258704,valid_T600,3,stable,,,,
7259116,valid_T600,3,stable,,,,
